本报告仅供上海申银万国证券研究所有限公司（以下简称“本公司”）的客户使用。本公司不会因接收人收到本报告而视其为客户。客户应当认识到有关本报告的短信提示、电话推荐等只是研究观点的简要沟通，需以本公司 http://www.swsresearch.com 网站刊载的完整报告为准，本公司并接受客户的后续问询。本报告首页列示的联系人，除非另有说明，仅作为本公司就本报告与客户的联络人，承担联络工作，不从事任何证券投资咨询服务业务。 ,4
本报告是基于已公开信息撰写，但本公司不保证该等信息的准确性或完整性。本报告所载的资料、工具、意见及推测只提供给客户作参考之用，并非作为或被视为出售或购买证券或其他投资标的的邀请或向人作出邀请。本报告所载的资料、意见及推测仅反映本公司于发布本报告当日的判断，本报告所指的证券或投资标的的价格、价值及投资收入可能会波动。在不同时期，本公司可发出与本报告所载资料、意见及推测不一致的报告。 ,4
"客户应当考虑到本公司可能存在可能影响本报告客观性的利益冲突，不应视本报告为作出投资决策的惟一因素。客户应自主作出投资决策并自行承担投资风险。本公司特别提示,本公司不会与任何客户以任何形式分享证券投资收益或分担证券投资损失，任何形式的分享证券投资收益或者分担证券投资损失的书面或口头承诺均为无效。本报告中所指的投资及服务可能不适合个别客户，不构成客户私人咨询建议。本公司未确保本报告充分考虑到个别客户特殊的投资目标、财务状况或需要。本公司建议客户应考虑本报告的任何意见或建议是否符合其特定状况，以及（若有必要）咨询独立投资顾问。在任何情况下，本报告中的信息或所表述的意见并不构成对任何人的投资建议。在任何情况下，本公司不对任何人因使用本报告中的任何内容所引致的任何损失负任何责任。市场有风险，投资需谨慎。若本报告的接收人非本公司的客户，应在基于本报告作出任何投资决定或就本报告要求任何解释前咨询独立投资顾问。 ",4
本报告的版权归本公司所有，属于非公开资料。本公司对本报告保留一切权利。除非另有书面显示，否则本报告中的所有材料的版权均属本公司。未经本公司事先书面授权，本报告的任何部分均不得以任何方式制作任何形式的拷贝、复印件或复制品，或再次分发给任何其他人，或以任何侵犯本公司版权的其他方式使用。所有本报告中使用的商标、服务标记及标记均为本公司的商标、服务标记及标记。 ,4
敬请参阅报告结尾处的免责声明 东方财智 兴盛之源,4
1、《互联网金融周报（20161219-20161225）：看好消费金融结合线上线下各类支付场景的发展趋势》2016-12-26,5
2、《计算机行业周报：AR 实景红包带来的 LBS 主题机会会否昙花一现？》2016-12-26,5
3、《计算机行业 2017 年投资策略报告：估值回归，三个维度精选个股》2016-12-23,5
4、《东兴证券中小市值 2017 年度策略报告：分化加剧 真成长依然稀缺》2016-12-21,5
林纸产品：《家具行业悲观预期正在逐步修复》,5
2017.03.06,5
木制家具制造业：《床垫行业空间广阔，市场向龙头企业集中》,5
2017.03.05,5
林纸产品：《继续关注纸品提价，寻觅家具行业新逻辑》,5
2017.02.26,5
木制家具制造业：《突破惯性思维，寻觅家具行业新逻辑》,5
2017.02.23,5
林纸产品：《供求改善悄然来，万“纸”千红又一春》,5
2017.02.20,5
请务必阅读正文之后的免责条款部分                                                         2 of 13,4
[Table_Invest] 评级： 增持,4
上次评级： 增持,4
请务必阅读正文之后的免责条款部分                                                         5 of 13,4
行业周报,4
请务必阅读正文之后的免责条款部分                                                         13 of 13,4
本公司具有中国证监会核准的证券投资咨询业务资格,4
分析师声明,4
作者具有中国证券业协会授予的证券投资咨询执业资格或相当的专业胜任能力，保证报告所采用的数据均来自合规渠道，分析逻辑基于作者的职业理解，本报告清晰准确地反映了作者的研究观点，力求独立、客观和公正，结论不受任何第三方的授意或影响，特此声明。,4
免责声明,4
评级说明,4
评级 说明,4
1.投资建议的比较标准,4
投资评级分为股票评级和行业评级。,4
以报告发布后的 12个月内的市场表现为比较标准，报告发布日后的 12个月内的公司股价（或行业指数）的涨跌幅相对同期的沪深 300指数涨跌幅为基准。,4
股票投资评级,4
增持 相对沪深 300 指数涨幅 15%以上,4
谨慎增持 相对沪深 300 指数涨幅介于 5%～15%之间,4
中性 相对沪深 300 指数涨幅介于-5%～5%,4
减持 相对沪深 300 指数下跌 5%以上,4
2.投资建议的评级标准,4
报告发布日后的 12 个月内的公司股价（或行业指数）的涨跌幅相对同期的沪深 300指数的涨跌幅。,4
行业投资评级,4
增持 明显强于沪深 300指数,4
中性 基本与沪深 300指数持平,4
减持 明显弱于沪深 300指数,4
北京市西城区金融大街 28 号盈泰中心 2号楼 10层,1
邮编 200120 518026 100140,1
电话 （021）38676666 （0755）23976888 （010）59312799,1
E-mail：gtjaresearch@gtjas.com,1
上汽集团 25.14 2.7 2.74 3.08 9  9  8  强烈推荐,2
拓普集团 33.39 0.66 0.78 1.01 51  43  33  强烈推荐,2
福田汽车 3.34 0.06 0.07 0.27 56  48  12  强烈推荐,2
小康股份 26.33 0.42 0.58 0.71 63 45 37 强烈推荐,2
分析师：朱金岩,1
执业证号：S0100515030001,1
电话：(8601)8512 7532,1
Email：zhujinyan@mszq.com,1
研究助理：余海坤,1
一般执业编号：S0100116050011,1
电话：(8601)8512 7831,1
Email：yuhaikun@mszq.com,1
研究助理：张东东,1
一般执业编号：S0100116050009,1
电话：(8601)8512 7646,1
Email：zhangdongdong@mszq.com,1
研究助理：徐凌羽一般执业编号：S0100115080002电话：(8601)8512 7646Email：xulingyu@mszq.com,1
1、《汽车行业周报 20170306：汽车销售管理办法将出台》2017.3.06,5
2、《汽车行业周报 20170227：汽车销售管理办法将出台》2017.2.27,5
3、《汽车行业周报 20170220：京津冀“2+26”城市出租汽车将全面电动化》2017.2.20,5
4、《汽车行业周报 20170206：2017 年首批新能源汽车推广目录发布》2017.02.06,5
一、本周投资机会 .............................................................................................................................................................. 3,7
二、汽车板块市场表现 ...................................................................................................................................................... 4,7
（一）板块行情 .................................................................................................................................................................. 4,7
（二）个股表现 .................................................................................................................................................................. 4,7
三、重点政策新闻及公告 .................................................................................................................................................. 6,7
（一）重点政策新闻 .......................................................................................................................................................... 6,7
（二）公司公告 .................................................................................................................................................................. 7,7
四、行业重点数据追踪 ...................................................................................................................................................... 9,7
（一）传统汽车销量 .......................................................................................................................................................... 9,7
（二）新能源汽车产销量数据 ........................................................................................................................................ 10,7
（三）库存预警指数 ........................................................................................................................................................ 10,7
（四）国际油价数据跟踪 ................................................................................................................................................ 11,7
（五）上游原材料价格数据跟踪 .................................................................................................................................... 11,7
五、盈利预测 .................................................................................................................................................................... 13,7
六、 风险提示 .................................................................................................................................................................. 14,7
插图目录 ............................................................................................................................................................................ 15,7
表格目录 ............................................................................................................................................................................ 15,7
图 4：汽车板块涨幅前五位（2017/03/06-2017/03/10）,2
图 5：覆盖公司涨跌幅情况（2017/03/06-2017/03/10）,2
-2.0000-1.00000.00001.00002.00003.00004.00005.0000家用电器,2
0.00002.00004.00006.00008.000010.000012.000014.0000云意电气 一汽夏利 拓普集团 天华院 精锻科技 -6.0000-4.0000-2.00000.00002.00004.00006.00008.000010.0000拓普集团,2
图 6：汽车月度销量（2012/01-2017/01）（单位：辆）,2
图 7：汽车月度销量同比增速（2012/01-2017/01）（单位：%）,2
资料来源：中汽协，民生证券研究院整理                              资料来源：中汽协，民生证券研究院整理,2
图 8：乘用车细分领域销量（2012/01-2017/01）（单位：辆）,2
资料来源：中汽协，民生证券研究院整理,2
图 9：乘用车细分领域销量同比增速（2016/02-2017/01）（单位：%）,2
资料来源：中汽协，民生证券研究院整理,2
图 11：纯电动乘用车月度产量（2014/01-2017/01）（单位：辆）,2
图 12：插电式混动乘用车月度产量（2014/01-2017/01）（单位：辆）,2
资料来源：节能与新能源汽车网，民生证券研究院整理                  资料来源：节能与新能源汽车网，民生证券研究院整理,2
图 13：纯电动商用车月度产量（2014/01-2017/01）（单位：辆）,2
图 14：插电式混动商用车月度产量（2014/01-2017/01）（单位：辆）,2
数据来源：wind，国泰君安证券研究。*注：16 年业绩增速中伟星新材为 2016 年年报数据；大亚圣象、兔宝宝为公司 2016 年业绩快报数据；北新建材、三棵树为 wind2016 年业绩增速一致预期。其余数据除 2016 年伟星建材 ROE 外均采用相应 wind 一致预期数据。截止日期统一为 2017 年 3 月 13 日。,2
行业专题研究,2
请务必阅读正文之后的免责条款部分                                                         2 of 4,4
图 1 伟星新材净利润和 ROE 延续上升势头（万元）,2
数据来源：wind，国泰君安证券研究,2
安信国际                             请参阅本报告尾部免责声明 第 2 页,4
陈天诚 分析师,1
SAC 执业证书编号：S1450515100001,1
chentc@essence.com.cn,1
021-35082325,1
— — 房 地 产 行 业 周 报 20170226,5
42794,5
— — 房 地 产 行 业 周 报 20170219,5
42786,5
房地产行业周报 20170206 2017-02-15,5
房地产行业周报 20170213 2017-02-15,5
-8%-5%-2%1%4%7%10%13%16%2016-03 2016-07 2016-11 2017-03房地产 沪深300,2
内容目录,7
1. 重点公司跟踪（公司公告） .................................................................................................... 3,7
2. 行业新闻 ................................................................................................................................. 4,7
3. 行业跟踪（2017.03.10-2017.03.16） .................................................................................... 6,7
3.1. 52 城一手房成交回顾 ..................................................................................................... 6,7
3.2. 16 城二手房成交回顾 ..................................................................................................... 9,7
3.3. 19 城住宅可售套数回顾 ............................................................................................... 10,7
3.4. 40 城土地成交情况一览（2017.03.06-2017.03.12） .................................................. 12,7
4. 盈利预测与估值 .................................................................................................................... 15,7
-500%0%500%1000%1500%2000%2500%3000%3500%4000%0100020003000400050006000供应面积 同比,2
-100%-50%0%50%100%150%200%0500100015002000250030003500供应均价 同比,2
-200%0%200%400%600%800%010002000300040005000600070008000成交面积 同比,2
-100%-50%0%50%100%150%200%250%300%010002000300040005000600070008000成交均价 同比,2
-500%0%500%1000%1500%2000%05001000150020002500成交总价 同比,2
14 本报告版权属于安信证券股份有限公司。,1
数据来源：Wind、安信证券研究中心,2
陈天诚声明，本人具有中国证券业协会授予的证券投资咨询执业资格，勤勉尽责、诚实守信。本人对本报告的内容和观点负责，保证信息来源合法合规、研究方法专业审慎、研究观点独立公正、分析结论具有合理依据，特此声明。,1
风险评级：,4
A — 正常风险，未来 6 个月投资收益率的波动小于等于沪深 300 指数波动；,4
B — 较高风险，未来 6 个月投资收益率的波动大于沪深 300 指数波动；,4
上海联系人 葛娇妤 021-35082701 gejy@essence.com.cn,1
朱贤 021-35082852 zhuxian@essence.com.cn,1
许敏 021-35082953 xumin@essence.com.cn,1
孟硕丰 021-35082788 mengsf@essence.com.cn,1
田星汉 010-83321362 tianxh@essence.com.cn,1
王秋实 010-83321351 wangqs@essence.com.cn,1
张莹 010-83321366 zhangying1@essence.com.cn,1
李倩 010-83321355 liqian1@essence.com.cn,1
周蓉 010-83321367 zhourong@essence.com.cn,1
深圳联系人 胡珍 0755-82558073 huzhen@essence.com.cn,1
范洪群 0755-82558044 fanhq@essence.com.cn,1
孟昊琳 0755-82558045 menghl@essence.com.cn,1
分析师： 张继袖 SAC NO： S1150514040002 2017 年 3 月 20 日,1
-0.010.010.030.050.0710/16 10/16 11/16 11/16 12/16 12/16金融服务 沪深300,2
图 目 录,7
图 1：周日均股基成交额（右轴，亿元）及环比增速（左轴） ........................................................................ 9,7
图 2：周两融余额规模（亿元）及占流通市值比例（右轴，%）...................................................................... 9,7
图 3：上市券商周涨跌幅（%） ........................................................................................................................... 10,7
图 4：上市险企周涨跌幅（%） ........................................................................................................................... 10,7
图 5：多元金融周涨跌幅（%） ........................................................................................................................... 11,7
图 6：截至 2017 年 3 月 19 日上市券商累计首发承销家数与募资规模（右轴，万元） .............................. 11,7
图 7：截至 2017 年 3 月 19 日上市券商累计债券发行家数与规模（右轴，万元） ...................................... 11,7
图 8：2016 年四大上市险企未经审计累计保费收入（亿元）及同比涨幅 （右轴） ................................... 15,7
表 目 录,7
表 1：截至 2017 年 3 月 19 日上市券商集合理财资管产品数量、净值以及净值份额 .................................. 12,7
表 2：上市券商 2 月份经营数据（亿元） ......................................................................................................... 14,7
-100%-50%0%50%100%150%200%250%300%0500010000150002000025000股基日均交易额（亿元） 股基日均交易额环比,2
图 1：周日均股基成交额（右轴，亿元）及环比增速（左轴）,2
图 2：周两融余额规模（亿元）及占流通市值比例（右轴，%）,2
00.511.522.533.502000400060008000100001200014000两融余额及占A股流通市值比例（%，右轴）融资融券余额(亿元) 两融余额占A股流通市值(%),2
"资料来源：WIND, 渤海证券  资料来源：WIND, 渤海证券",2
请务必阅读正文之后的免责条款部分                                                              10 of 19,4
医药行业研究小组,1
任宪功（部门经理）,1
+86 10 6878 4237,1
王斌,1
+86 22 2386 1355,1
赵波,1
+86 10 6878 4256,1
通信＆电子行业研究小组,1
徐勇,1
+86 10 6878 4235,1
高峰,1
+86 10 6878 4251,1
宋敬祎,1
杨青海,1
+86 10 6878 4239,1
家用电器行业研究,1
安伟娜,1
+86 22 2845 1131,1
传媒行业研究,1
姚磊,1
+86 22 2386 1319,1
机械行业研究,1
李骥,1
+86 10 6878 4263,1
新材料行业研究,1
张敬华,1
+86 10 6878 4257,1
食品饮料、交通运输行业研究,1
齐艳莉,1
+86 22 2845 1625,1
休闲服务行业研究,1
刘瑀,1
+86 22 2386 1670,1
证券行业研究,1
任宪功（部门经理）,1
+86 10 6878 4237,1
洪程程,1
+86 10 6878 4260,1
[Table_Report]  1. 房地产行业动态点评：板块仓位持续提升，防御价值不断凸显  (2019-01-27),5
2. 房地产行业数据点评：投资增速好于预期，拿地销售有所回暖  (2019-01-21),5
3. 房地产行业数据点评：投资依然强劲，土地购置增速趋缓  (2018-12-15),5
4. 房地产行业政策点评：企业债发行迎来利好，或加剧行业分化整合,5
(2018-12-13),5
5. 房地产行业 2019 年投资策略：廓清环宇、否极泰来——把握地产出清后的估值切换行情  (2018-11-18),5
6. 房地产行业数据点评：投资缓步回落，销售有所下行  (2018-11-15),5
-37%-30%-22%-15%-7%1%18/3 18/5 18/7 18/9 18/11 19/1 19/3房地产 沪深300,2
数据来源：西南证券整理  数据来源：西南证券整理,2
图 5：商品房销售面积和销售额累计增速（%）,2
图 6：房地产企业到位资金累计增速（%）,2
数据来源：西南证券整理  数据来源：西南证券整理,2
11.6024681012142016年2月2016年3月2016年4月2016年5月2016年6月2016年7月2016年8月2016年9月2016年10月2016年11月2016年12月2017年1月2017年2月2017年3月2017年4月2017年5月2017年6月2017年7月2017年8月2017年9月2017年10月2017年11月2017年12月2018年1月2018年2月2018年3月2018年4月2018年5月2018年6月2018年7月2018年8月2018年9月2018年10月2018年11月2018年12月2019年1月2019年2月房地产开发投资累计增速（%）-34.10,2
-40-30-20-1001020304050602016年2月2016年3月2016年4月2016年5月2016年6月2016年7月2016年8月2016年9月2016年10月2016年11月2016年12月2017年1月2017年2月2017年3月2017年4月2017年5月2017年6月2017年7月2017年8月2017年9月2017年10月2017年11月2017年12月2018年1月2018年2月2018年3月2018年4月2018年5月2018年6月2018年7月2018年8月2018年9月2018年10月2018年11月2018年12月2019年1月2019年2月土地购置面积增速（%） 土地成交价款增速（%）6.71-34.10,2
-60-40-200204060801002016年2月2016年3月2016年4月2016年5月2016年6月2016年7月2016年8月2016年9月2016年10月2016年11月2016年12月2017年1月2017年2月2017年3月2017年4月2017年5月2017年6月2017年7月2017年8月2017年9月2017年10月2017年11月2017年12月2018年1月2018年2月2018年3月2018年4月2018年5月2018年6月2018年7月2018年8月2018年9月2018年10月2018年11月2018年12月2019年1月2019年2月单月土地成交价款增速（%） 单月土地购置面积增速（%）5.20,2
(10)01020304050602016年2月2016年3月2016年4月2016年5月2016年6月2016年7月2016年8月2016年9月2016年10月2016年11月2016年12月2017年1月2017年2月2017年3月2017年4月2017年5月2017年6月2017年7月2017年8月2017年9月2017年10月2017年11月2017年12月2018年1月2018年2月2018年3月2018年4月2018年5月2018年6月2018年7月2018年8月2018年9月2018年10月2018年11月2018年12月2019年1月2019年2月商品房销售面积增速（%） 商品房销售额增速（%）2.10,2
0246810121416182016年3月2016年4月2016年5月2016年6月2016年7月2016年8月2016年9月2016年10月2016年11月2016年12月2017年1月2017年2月2017年3月2017年4月2017年5月2017年6月2017年7月2017年8月2017年9月2017年10月2017年11月2017年12月2018年1月2018年2月2018年3月2018年4月2018年5月2018年6月2018年7月2018年8月2018年9月2018年10月2018年11月2018年12月2019年1月2019年2月,2
一年该股与上证综指走势比较总股本/流通(百万股)总市值/流通(百万元)证券投资咨询执业资格证书编码：S0980518030002证券投资咨询执业资格证书编码：S0980518110001碳纳米管龙头受益锂电行业发展,1
? 公司 19 年年报符合预期，20 年一季度受疫情影响业绩承压公司 2019 全年实现营收 3.86 亿元（+17.96%），归母净利润 1.10 亿元（+62.89%），扣非归母净利润 9.60 亿元（+47.69%），公司 19 年业绩整体符合业绩快报预期,0
2020 年一季度受疫情影响公司业绩承压，营收 0.60 亿元（-37.09%），归母净利润 0.13 亿元（-49.46%），扣非归母净利润 0.07 亿元（-68.32%）,0
? 公司毛利率有波动，销售、管理、研发、财务费用控制合理得益于规模效应以及产品结构优化公司 19 年毛利率逐步提升，2019年全年公司综合毛利率为 47.79%，同比上升 7.44%，其中碳纳米管导电浆料毛利率 45.66%，同比上升 5.56%，分行业角度看，用于非锂电池以及储能锂电池产品毛利率最高，分别为 73.65%和 64.40%，同比上升 2.47/24.42%，而用于动力电池和 3C 锂电池产品的毛利率相对平均，分别为 45.91%和 44.71%，同比上升 5.66/4.94%,0
2020 年一季度受疫情影响公司复工以及订单交付变动较大，毛利率下滑较多综合毛利率为 36.86%，较 19 年全年下降 10.93%,0
费用率方面，公司销售费用率、管理研发费用率基本稳定,0
? 依靠技术研发进一步拓展锂电外市场，发展潜力巨大公司继续加强研发力度，在锂电领域公司通过产品迭代保持自身竞争能力，每 2-3 年推出一代新产品，目前已形成第二代产品销售收入为主、第三代产品不断推广的局面,0
在锂电外市场公司积极拓展碳纳米管在导电塑料、芯片等其他市场的应用,0
和顺石油（603353.SH）业绩平稳增长，自营加油站数量稳步扩张投资评级：买入（维持）《公司信息更新报告-加油站全国布局推进，门店数量进入快速扩张期》-《公司首次覆盖报告-上市树立民营加油站品牌，加速扩张打造龙头地位》事件：公司前三季度实现营收 12.9 亿元，同比下滑 13.1%，归母净利润 1.2 亿元，同比增长 6.5%,0
时滞期：配置盈利复苏+低估值《投资策略专题-开源金股，5 月推荐》《投资策略点评-十年之变：创业板注册制试点》-2020.4.28《投资策略周报-一季度业绩的“未揭之谜”》-2020.4.26? 基建产业链景气度回升，好于制造业和消费基础设施建设投资加速，出现“深 V”反弹，4 月份，基建投资同比增速达到 4.79%，相较制造业固定资产投资和社零仍然不及 2019 年，基建复苏的趋势更为明确,2
全国高炉开年 1 月初）水平,3
9月规模以上工业增加值同比实际增长6.9%，增速较8月份加快1.3个百分点,0
环比增长1.18%，比8月上升0.16个百分点,0
制造业生产增速加快，与近几个月出口增速连续超预期相互佐证,0
目前单月6.9%的增速已经处于很高的水平，因此后续继续提升的空间可能相对有限,0
固定资产投资：继续处于单边恢复阶段，但速度有所减缓，制造业投资增速有所减缓,0
1-9月，全国固定资产投资同比增长0.8%，年内累计值同比增速首次转正,0
从同比增速提升情况和环比速度看，FAI恢复的速度在放缓,0
目前制造业投资累计增速仍处于负值区间，当月增速有所减缓，是经济恢复的不确定性项,0
投资向好但单月增速不低，可选消费支撑社兼债市观点（2020-09-15）社会消费：增速提升较高，对汽车消费依赖降低,0
9月社会消费品零售总额同比增长3.3%，比8月提升2.8个百分点,0
环比增速为2.25%，增速连创年底新高,0
消费仍处在恢复通道中，且恢复速度有所加快,0
9月汽车消费增速降至11.2%，社消增速提高，消费恢复对汽车的依赖降低,0
近期10Y国债收益率处于波动向上态势（10月14日至今已经升至3.2%以上），期限利差则处于较低水平（9月以来平均为51bp）,0
考虑到疫情出现以来公开市场操作利率已经下调30bp，目前10Y国债收益率已经超过去年最高水平,0
后续基本面恢复的高度相对确定，相应制约收益率的高度,0
而货币政策更加强调“合理”，逐步向中性回归，亦将决定收益率的底部，“上有顶下有底”的格局并不容易改变,0
SAC 证书编号：S0870518030001主要股东（2019Q2）通行 宁波梅山保税港区济康企业管理合伙企业(有限合伙)公司发布2019年半年度报告,1
内生+收购并举，业绩增长强劲公司2019年上半年实现营业收入50.48亿元，同比增长68.65%,0
实现归母净利润3.08亿元，同比增长36.78%,0
实现扣非归母净利润3.03亿元，同比增长46.69%，公司业绩高速增长主要受益于老店同比内生增长和门店扩张并举，新兴药房2019H1实现营业收入、净利润分别为利润分别同比增长49.38%、26.40%,0
